dataset,method,sample_pct,recall_mean,recall_median,recall_std,recall_min,recall_max,precision_mean,precision_median,precision_std,precision_min,precision_max,igd_mean,igd_median,igd_std,igd_min,igd_max,hv_diff_mean,hv_diff_median,hv_diff_std,hv_diff_min,hv_diff_max,pred_pf_size_mean,true_pf_size_first
pom3d,Diversity,10,0.1357,0.1429,0.0864,0.0,0.2857,0.1144,0.1181,0.085,0.0,0.3333,0.1476,0.152,0.0345,0.0605,0.2179,0.0137,0.0128,0.0108,0.002,0.0491,9.35,7
pom3d,Diversity,20,0.2214,0.1429,0.1267,0.1429,0.5714,0.2229,0.1339,0.2288,0.0588,1.0,0.1199,0.1473,0.0542,0.0194,0.1869,0.0165,0.0138,0.011,0.001,0.0394,9.25,7
pom3d,Diversity,30,0.3071,0.2857,0.0958,0.1429,0.4286,0.2578,0.2614,0.1056,0.0909,0.4286,0.0819,0.0553,0.0602,0.0179,0.1668,0.0291,0.0277,0.0066,0.0219,0.0456,9.1,7
pom3d,LHS,5,0.0714,0.0,0.1087,0.0,0.2857,0.1833,0.0,0.324,0.0,1.0,0.2255,0.2363,0.068,0.0775,0.3281,0.0512,0.0417,0.0378,0.0008,0.1229,5.55,7
pom3d,LHS,10,0.1214,0.1429,0.0699,0.0,0.2857,0.1598,0.1429,0.1387,0.0,0.5,0.1893,0.2102,0.0618,0.0827,0.2641,0.0265,0.0155,0.0303,0.0,0.1011,7.2,7
pom3d,LHS,20,0.1857,0.1429,0.1235,0.0,0.4286,0.2437,0.1833,0.1984,0.0,0.75,0.172,0.177,0.0609,0.0508,0.2922,0.0249,0.0215,0.022,0.0023,0.0963,6.6,7
pom3d,LHS,30,0.25,0.2857,0.1381,0.0,0.5714,0.3283,0.3333,0.2352,0.0,1.0,0.1658,0.1693,0.0376,0.0597,0.2717,0.023,0.025,0.0103,0.0024,0.0443,6.5,7
pom3d,NSGA-II,5,0.1429,0.1429,0.1537,0.0,0.5714,0.1996,0.127,0.2164,0.0,0.6667,0.1482,0.1662,0.0571,0.0105,0.2111,0.0492,0.0544,0.0241,0.0014,0.0852,6.8,7
pom3d,NSGA-II,10,0.3643,0.4286,0.1701,0.0,0.7143,0.4245,0.3333,0.2828,0.0,1.0,0.1113,0.1479,0.0813,0.0091,0.2583,0.0241,0.0215,0.0179,0.0006,0.0506,7.25,7
pom3d,NSGA-II,20,0.5857,0.5714,0.1789,0.2857,1.0,0.654,0.6333,0.2748,0.2857,1.0,0.0901,0.1356,0.0649,0.0,0.1518,0.0174,0.0052,0.0159,0.0008,0.0394,6.75,7
pom3d,NSGA-II,30,0.9357,1.0,0.0864,0.7143,1.0,0.9153,1.0,0.1924,0.3571,1.0,0.002,0.0,0.0031,0.0,0.0096,0.0056,0.0022,0.0085,0.0,0.0273,7.55,7
pom3d,NoModel,5,0.1071,0.1429,0.1023,0.0,0.2857,0.2558,0.1833,0.2876,0.0,1.0,0.214,0.2064,0.0601,0.0817,0.3135,0.0871,0.0823,0.0332,0.0119,0.1593,4.0,7
pom3d,NoModel,10,0.1286,0.1429,0.0789,0.0,0.2857,0.2068,0.2,0.1495,0.0,0.5,0.1789,0.1796,0.0466,0.0488,0.2708,0.0475,0.0438,0.0292,0.0118,0.1042,5.2,7
pom3d,NoModel,20,0.2357,0.1429,0.1333,0.1429,0.5714,0.3038,0.1667,0.2712,0.0909,1.0,0.1627,0.1608,0.0477,0.0129,0.2583,0.0378,0.041,0.0211,0.0027,0.073,7.0,7
pom3d,NoModel,30,0.2571,0.2857,0.1359,0.0,0.5714,0.275,0.2222,0.242,0.0,1.0,0.134,0.1516,0.057,0.0218,0.2522,0.0353,0.0427,0.0193,0.0044,0.0643,8.3,7
pom3d,Random,5,0.0571,0.0,0.0718,0.0,0.1429,0.1212,0.0,0.174,0.0,0.5,0.2133,0.2177,0.0525,0.0897,0.2971,0.0432,0.027,0.0462,0.0,0.1835,5.4,7
pom3d,Random,10,0.1071,0.0,0.1381,0.0,0.4286,0.1199,0.0,0.1853,0.0,0.6667,0.1543,0.1745,0.0524,0.0246,0.2214,0.0247,0.0173,0.019,0.0055,0.0821,7.8,7
pom3d,Random,20,0.2071,0.1429,0.1701,0.0,0.7143,0.233,0.1833,0.2056,0.0,0.8333,0.1479,0.1563,0.0463,0.0524,0.2165,0.0226,0.0152,0.0226,0.0004,0.0817,6.9,7
pom3d,Random,30,0.2643,0.2857,0.1486,0.0,0.5714,0.3408,0.225,0.2882,0.0,1.0,0.1555,0.1635,0.065,0.0261,0.2579,0.0257,0.0273,0.0121,0.0014,0.0536,6.9,7
pom3d,SWAY,5,0.1143,0.1429,0.1191,0.0,0.4286,0.3017,0.2917,0.3321,0.0,1.0,0.2082,0.1981,0.0404,0.1508,0.2837,0.0687,0.0703,0.0373,0.0097,0.1717,3.7,7
pom3d,SWAY,10,0.1643,0.1429,0.1333,0.0,0.4286,0.2554,0.2917,0.1894,0.0,0.6,0.1764,0.1787,0.065,0.0191,0.2715,0.0491,0.0518,0.0226,0.0095,0.0816,4.9,7
pom3d,SWAY,20,0.2286,0.1429,0.1759,0.0,0.5714,0.3309,0.225,0.2936,0.0,1.0,0.1625,0.1646,0.0607,0.0184,0.2647,0.0356,0.0412,0.0187,0.0065,0.0633,6.05,7
pom3d,SWAY,30,0.4357,0.4286,0.2339,0.0,0.8571,0.5169,0.5714,0.3056,0.0,1.0,0.1468,0.1461,0.0589,0.0069,0.2629,0.0253,0.0249,0.0169,0.003,0.0494,6.55,7
pom3d,Sobol,5,0.0357,0.0,0.0635,0.0,0.1429,0.0633,0.0,0.1323,0.0,0.5,0.2239,0.2267,0.0632,0.0943,0.3273,0.0481,0.0335,0.0399,0.0092,0.1502,6.65,7
pom3d,Sobol,10,0.0571,0.0,0.0855,0.0,0.2857,0.1138,0.0,0.2338,0.0,1.0,0.1971,0.1928,0.0543,0.106,0.2971,0.0193,0.0134,0.0209,0.0002,0.0776,6.35,7
pom3d,Sobol,20,0.2071,0.1429,0.1349,0.0,0.4286,0.346,0.25,0.2738,0.0,1.0,0.1616,0.165,0.0657,0.044,0.2695,0.0266,0.0202,0.0214,0.0017,0.0733,5.2,7
pom3d,Sobol,30,0.2571,0.2857,0.1709,0.0,0.5714,0.2881,0.2857,0.2024,0.0,0.75,0.1088,0.132,0.0638,0.0197,0.1813,0.0305,0.028,0.0155,0.0037,0.069,6.75,7
pom3d,Stratified,5,0.0929,0.0714,0.1161,0.0,0.4286,0.1545,0.0652,0.1884,0.0,0.5,0.2245,0.2205,0.0488,0.158,0.3468,0.0297,0.0209,0.0314,0.0005,0.121,6.15,7
pom3d,Stratified,10,0.0571,0.0,0.0718,0.0,0.1429,0.0908,0.0,0.1159,0.0,0.25,0.1879,0.1902,0.0548,0.0473,0.266,0.0185,0.0191,0.011,0.0001,0.0439,5.95,7
pom3d,Stratified,20,0.2143,0.2857,0.1639,0.0,0.5714,0.2843,0.25,0.243,0.0,0.8,0.1671,0.1661,0.0396,0.0777,0.2532,0.0169,0.0138,0.0112,0.0004,0.0383,6.4,7
pom3d,Stratified,30,0.3286,0.2857,0.1544,0.1429,0.5714,0.3809,0.4143,0.2124,0.0714,0.75,0.1263,0.1562,0.0744,0.0159,0.2558,0.029,0.028,0.0137,0.0011,0.0636,6.8,7
